title,price,link,code_moteur,brand,brand_html,description,index,reference
Turbocompresseur IHI 14411-VK500,271 € TTC,https://www.autonorma.fr/p/26348-turbocompresseur-ihi-14411-vk500,YD25DDTi,NISSAN         NAVARA           PICK UP,,"Turbocompresseur IHI 14411-VK500 d'origine avec un protocole de calibrage de 100% de fonctionnalité avec deux annes de garantie et sans limitation des kilometrés. Turbocompresseurs avons les nouveau CHRA (milieu) et logicieles, les pièces fonctionnelles ont été sablées et peintes. Le turbocompresseur a été correctement réglé après l'assemblage et la pression de remplissage et sa progression ont été testées sur un banc d'essai CIMAT. Le turbocompresseur est accompagné des instructions de montage afin de vous aider à ne pas endommager votre turbocompresseur réconditionée.",32,14411-vk500
Turbocompresseur GARRETT 701854-5004S,280 € TTC,https://www.autonorma.fr/p/26396-turbocompresseur-garrett-701854-5004s,"1Z,AFN,AGR,AHU,ALE,ALH,ASK,ASV",SEAT         CORDOBA I Kombi           CORDOBA I Sedan           IBIZA II Hatchback,,"Turbocompresseur GARRETT 701854-5004S d'origine avec un protocole de calibrage de 100% de fonctionnalité avec deux annes de garantie et sans limitation des kilometrés. Turbocompresseurs avons les nouveau CHRA (milieu) et logicieles, les pièces fonctionnelles ont été sablées et peintes. Le turbocompresseur a été correctement réglé après l'assemblage et la pression de remplissage et sa progression ont été testées sur un banc d'essai CIMAT. Le turbocompresseur est accompagné des instructions de montage afin de vous aider à ne pas endommager votre turbocompresseur réconditionée.",33,701854-5004s
Turbocompresseur KKK 54399700027,317 € TTC,https://www.autonorma.fr/p/26470-turbocompresseur-kkk-54399700027,"K9K 712,K9K 728,K9K 729,K9K 734",RENAULT         CLIO II Hatchback           GRAND SCENIC           MEGANE II Box Body/Kombi           MEGANE II Hatchback Van           MEGANE II Kabriolet           MEGANE II Kombi           MEGANE II Hatchback           MEGANE II Sedan           SCENIC II MPV,,"Turbocompresseur KKK 54399700027 d'origine avec un protocole de calibrage de 100% de fonctionnalité avec deux annes de garantie et sans limitation des kilometrés. Turbocompresseurs avons les nouveau CHRA (milieu) et logicieles, les pièces fonctionnelles ont été sablées et peintes. Le turbocompresseur a été correctement réglé après l'assemblage et la pression de remplissage et sa progression ont été testées sur un banc d'essai CIMAT. Le turbocompresseur est accompagné des instructions de montage afin de vous aider à ne pas endommager votre turbocompresseur réconditionée.",34,54399700027
Turbocompresseur KKK 53039700394,400 € TTC,https://www.autonorma.fr/p/29374-turbocompresseur-kkk-53039700394,"4WZ-FHV,4WZ-FTV,AHE (DW10FD),AHH (DW10FC),AHJ (DW10FE),AHK (DW10FE),AHR (DW10FD),AHS (DW10FD),AHV (DW10FD),AHW (DW10FC),AHX (DW10FCD),AHX (DW10FD),EHZ (DW10FC),RHD (DW10CB),RHD (DW10CTED4),RHE (DW10CTED4),T7CE,T7CI,T7CJ,T7CK,T7CL,T7DB,T7MA,T7MB,T8CA,T8CC,T8CD,T8CG,T8CH,T8CI,T8CJ,T8CL,T8CM,T8DA,T8DE,T8MA,T8MB,TNCD,TNCF,UFCA,UFCB,XRMA,XRMB",CITROËN         C4 Grand Picasso II           C4 II           C4 PICASSO II Van           C4 Picasso II           C4 SPACETOURER           C5 AIRCROSS           C5 III Kombi           C5 III Hatchback           DISPATCH           DISPATCH           DISPATCH Box           DS4           DS5           GRAND C4 SPACETOURER           GRAND C4 SPACETOURER Van           JUMPY Platform/Chassis,,"Turbocompresseur KKK 53039700394 d'origine avec un protocole de calibrage de 100% de fonctionnalité avec deux annes de garantie et sans limitation des kilometrés. Turbocompresseurs avons les nouveau CHRA (milieu) et logicieles, les pièces fonctionnelles ont été sablées et peintes. Le turbocompresseur a été correctement réglé après l'assemblage et la pression de remplissage et sa progression ont été testées sur un banc d'essai CIMAT. Le turbocompresseur est accompagné des instructions de montage afin de vous aider à ne pas endommager votre turbocompresseur réconditionée.",35,53039700394
Turbocompresseur GARRETT 839765-5001S,490 € TTC,https://www.autonorma.fr/p/29407-turbocompresseur-garrett-839765-5001s,"F1AE3481E,F1AGL411A,F1AGL411B,F1AGL411C",FIAT         DUCATO Valník           DUCATO VAN           DUCATO VAN,,"Turbocompresseur GARRETT 839765-5001S d'origine avec un protocole de calibrage de 100% de fonctionnalité avec deux annes de garantie et sans limitation des kilometrés. Turbocompresseurs avons les nouveau CHRA (milieu) et logicieles, les pièces fonctionnelles ont été sablées et peintes. Le turbocompresseur a été correctement réglé après l'assemblage et la pression de remplissage et sa progression ont été testées sur un banc d'essai CIMAT. Le turbocompresseur est accompagné des instructions de montage afin de vous aider à ne pas endommager votre turbocompresseur réconditionée.",36,839765-5001s
Turbocompresseur GARRETT 144117533RC,336 € TTC,https://www.autonorma.fr/p/28419-turbocompresseur-garrett-144117533rc,"K9K 400,K9K 608,K9K 609,K9K 612,K9K 626,K9K 628,K9K 629,K9K 750,K9K 766,K9K 770,K9K 772,K9K 802,K9K 808,K9K 820,K9K 834,K9K 884,K9K 892,K9K 894,OM 607.951",DACIA         DOKKER Kombi           DOKKER Express Box           DUSTER           DUSTER Box           LODGY           LOGAN EXPRESS           LOGAN II           LOGAN MCV Kombi           LOGAN MCV II           LOGAN Pickup           LOGAN Sedan           SANDERO Hatchback           SANDERO II,,"Turbocompresseur GARRETT 144117533RC d'origine avec un protocole de calibrage de 100% de fonctionnalité avec deux annes de garantie et sans limitation des kilometrés. Turbocompresseurs avons les nouveau CHRA (milieu) et logicieles, les pièces fonctionnelles ont été sablées et peintes. Le turbocompresseur a été correctement réglé après l'assemblage et la pression de remplissage et sa progression ont été testées sur un banc d'essai CIMAT. Le turbocompresseur est accompagné des instructions de montage afin de vous aider à ne pas endommager votre turbocompresseur réconditionée.",37,144117533rc
Turbocompresseur GARRETT 9810681380,407 € TTC,https://www.autonorma.fr/p/28540-turbocompresseur-garrett-9810681380,"B 12 XHL (EB2DT),B 12 XHT (EB2DTS),D 12 XHL (EB2ADT),D 12 XHT (EB2ADTS),HNP (EB2ADT),HNS (EB2ADTS),HNV (EB2DTM),HNY (EB2DTS),HNZ (EB2DT)",CITROËN         BERLINGO MULTISPACE MPV II           C3 AIRCROSS II           C3 AIRCROSS II VAN           C3 II           C3 III           C3 III Van           C3 PICASSO MPV           C4 CACTUS           C4 CACTUS Van           C4 Grand Picasso II           C4 II           C4 Picasso II           C4 SPACETOURER           C4 SPACETOURER Van           DS3           DS3 Kabriolet           DS4           GRAND C4 SPACETOURER           GRAND C4 SPACETOURER Van,,"Turbocompresseur GARRETT 9810681380 d'origine avec un protocole de calibrage de 100% de fonctionnalité avec deux annes de garantie et sans limitation des kilometrés. Turbocompresseurs avons les nouveau CHRA (milieu) et logicieles, les pièces fonctionnelles ont été sablées et peintes. Le turbocompresseur a été correctement réglé après l'assemblage et la pression de remplissage et sa progression ont été testées sur un banc d'essai CIMAT. Le turbocompresseur est accompagné des instructions de montage afin de vous aider à ne pas endommager votre turbocompresseur réconditionée.",38,9810681380
Turbocompresseur MITSUBISHI 49173-02412,350 € TTC,https://www.autonorma.fr/p/26502-turbocompresseur-mitsubishi-49173-02412,"D4EA,D4EA-V",HYUNDAI         ELANTRA III Hatchback           ELANTRA III Sedan           SANTA FÉ           TRAJET           TUCSON,,"Turbocompresseur MITSUBISHI 49173-02412 d'origine avec un protocole de calibrage de 100% de fonctionnalité avec deux annes de garantie et sans limitation des kilometrés. Turbocompresseurs avons les nouveau CHRA (milieu) et logicieles, les pièces fonctionnelles ont été sablées et peintes. Le turbocompresseur a été correctement réglé après l'assemblage et la pression de remplissage et sa progression ont été testées sur un banc d'essai CIMAT. Le turbocompresseur est accompagné des instructions de montage afin de vous aider à ne pas endommager votre turbocompresseur réconditionée.",39,49173-02412
Turbocompresseur IHI 898102-3712,306 € TTC,https://www.autonorma.fr/p/26407-turbocompresseur-ihi-898102-3712,"A 17 DTJ,A 17 DTR,Z 17 DT,Z 17 DTH,Z 17 DTJ,Z 17 DTR",OPEL         ASTRA H Kombi           ASTRA H GTC Hatchback           ASTRA H Hatchback           ASTRA H Sedan           ASTRA H Van           CORSA D Hatchback           MERIVA           ZAFIRA B Van,,"Turbocompresseur IHI 898102-3712 d'origine avec un protocole de calibrage de 100% de fonctionnalité avec deux annes de garantie et sans limitation des kilometrés. Turbocompresseurs avons les nouveau CHRA (milieu) et logicieles, les pièces fonctionnelles ont été sablées et peintes. Le turbocompresseur a été correctement réglé après l'assemblage et la pression de remplissage et sa progression ont été testées sur un banc d'essai CIMAT. Le turbocompresseur est accompagné des instructions de montage afin de vous aider à ne pas endommager votre turbocompresseur réconditionée.",40,898102-3712
Turbocompresseur GARRETT 753707-0009,377 € TTC,https://www.autonorma.fr/p/26472-turbocompresseur-garrett-753707-0009,"N22A1,N22A2",HONDA         CR-V II SUV           CR-V III SUV           FR-V,,"Turbocompresseur GARRETT 753707-0009 d'origine avec un protocole de calibrage de 100% de fonctionnalité avec deux annes de garantie et sans limitation des kilometrés. Turbocompresseurs avons les nouveau CHRA (milieu) et logicieles, les pièces fonctionnelles ont été sablées et peintes. Le turbocompresseur a été correctement réglé après l'assemblage et la pression de remplissage et sa progression ont été testées sur un banc d'essai CIMAT. Le turbocompresseur est accompagné des instructions de montage afin de vous aider à ne pas endommager votre turbocompresseur réconditionée.",41,753707-0009
Turbocompresseur GARRETT/IHI VB21,373 € TTC,https://www.autonorma.fr/p/28598-turbocompresseur-garrett-ihi-vb21,1AD-FTV,TOYOTA         AURIS Hatchback           AVENSIS II Kombi           AVENSIS II Hatchback           AVENSIS II Sedan,,"Turbocompresseur GARRETT/IHI VB21 d'origine avec un protocole de calibrage de 100% de fonctionnalité avec deux annes de garantie et sans limitation des kilometrés. Turbocompresseurs avons les nouveau CHRA (milieu) et logicieles, les pièces fonctionnelles ont été sablées et peintes. Le turbocompresseur a été correctement réglé après l'assemblage et la pression de remplissage et sa progression ont été testées sur un banc d'essai CIMAT. Le turbocompresseur est accompagné des instructions de montage afin de vous aider à ne pas endommager votre turbocompresseur réconditionée.",42,vb21
Turbocompresseur IHI VJ42,482 € TTC,https://www.autonorma.fr/p/29111-turbocompresseur-ihi-vj42,R2AA,MAZDA         CX-7,,"Turbocompresseur IHI VJ42 d'origine avec un protocole de calibrage de 100% de fonctionnalité avec deux annes de garantie et sans limitation des kilometrés. Turbocompresseurs avons les nouveau CHRA (milieu) et logicieles, les pièces fonctionnelles ont été sablées et peintes. Le turbocompresseur a été correctement réglé après l'assemblage et la pression de remplissage et sa progression ont été testées sur un banc d'essai CIMAT. Le turbocompresseur est accompagné des instructions de montage afin de vous aider à ne pas endommager votre turbocompresseur réconditionée.",43,vj42
Turbocompresseur GARRETT 770895-5007S,456 € TTC,https://www.autonorma.fr/p/29255-turbocompresseur-garrett-770895-5007s,"OM 642.820,OM 642.870,OM 642.872,OM 642.910,OM 642.920,OM 642.921,OM 642.940,OM 642.950,OM 642.960,OM 642.961",MERCEDES-BENZ         C-CLASS Kombi           C-CLASS Sedan           C-CLASS Sedan           C-CLASS Sedan           CLK-CLASS           CLK-CLASS Kabriolet           CLS-CLASS           E-CLASS Kombi           E-CLASS Sedan           GL-CLASS           M-CLASS           R-CLASS,,"Turbocompresseur GARRETT 770895-5007S d'origine avec un protocole de calibrage de 100% de fonctionnalité avec deux annes de garantie et sans limitation des kilometrés. Turbocompresseurs avons les nouveau CHRA (milieu) et logicieles, les pièces fonctionnelles ont été sablées et peintes. Le turbocompresseur a été correctement réglé après l'assemblage et la pression de remplissage et sa progression ont été testées sur un banc d'essai CIMAT. Le turbocompresseur est accompagné des instructions de montage afin de vous aider à ne pas endommager votre turbocompresseur réconditionée.",44,770895-5007s
Turbocompresseur GARRETT/IHI 727210-0001,283 € TTC,https://www.autonorma.fr/p/26320-turbocompresseur-garrett-ihi-727210-0001,"1AD-FTV,1CD-FTV",TOYOTA         AURIS Hatchback           AVENSIS Kombi           AVENSIS II Kombi           AVENSIS II Hatchback           AVENSIS II Sedan           AVENSIS Sedan           COROLLA Kombi           COROLLA Hatchback           COROLLA Sedan           COROLLA VERSO II           VERSO,,"Turbocompresseur GARRETT/IHI 727210-0001 d'origine avec un protocole de calibrage de 100% de fonctionnalité avec deux annes de garantie et sans limitation des kilometrés. Turbocompresseurs avons les nouveau CHRA (milieu) et logicieles, les pièces fonctionnelles ont été sablées et peintes. Le turbocompresseur a été correctement réglé après l'assemblage et la pression de remplissage et sa progression ont été testées sur un banc d'essai CIMAT. Le turbocompresseur est accompagné des instructions de montage afin de vous aider à ne pas endommager votre turbocompresseur réconditionée.",45,727210-0001
Turbocompresseur IHI 35242096F,419 € TTC,https://www.autonorma.fr/p/27147-turbocompresseur-ihi-35242096f,R 425 DOHC,JEEP         CHEROKEE,,"Turbocompresseur IHI 35242096F d'origine avec un protocole de calibrage de 100% de fonctionnalité avec deux annes de garantie et sans limitation des kilometrés. Turbocompresseurs avons les nouveau CHRA (milieu) et logicieles, les pièces fonctionnelles ont été sablées et peintes. Le turbocompresseur a été correctement réglé après l'assemblage et la pression de remplissage et sa progression ont été testées sur un banc d'essai CIMAT. Le turbocompresseur est accompagné des instructions de montage afin de vous aider à ne pas endommager votre turbocompresseur réconditionée.",46,35242096f
